type: 1  ;;; serialno: 12  ;;; thread_id: 1453  ;;; process_id: 1453  ;;; thread_name: "xrdp"  ;;; syscall_name: "bind"  ;;; syscall_param: "8<UNIX:[38427]>, {sa_family=AF_LOCAL, sun_path="/tmp/.xrdp/xrdp-9CZDUD/xrdp_000005ad_process_self_term_event_00000003_9d2afe30"}, 110"  ;;; syscall_ret_val: 0  ;;; syscall_ret_val_info: "None"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; plus_exit_info: "None"
type: 1  ;;; serialno: 2018  ;;; thread_id: 1999  ;;; process_id: 1999  ;;; thread_name: "Xvnc"  ;;; syscall_name: "write"  ;;; syscall_param: "2</dev/null>, "Underlying X server release 40300000, The XFree86 Project, Inc\n\n", 64"  ;;; syscall_ret_val: 64  ;;; syscall_ret_val_info: "None"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; plus_exit_info: "None"
type: 1  ;;; serialno: 2027  ;;; thread_id: 1999  ;;; process_id: 1999  ;;; thread_name: "Xvnc"  ;;; syscall_name: "write"  ;;; syscall_param: "2</dev/null>, "\nWed May  2 03:53:07 2018\n", 26"  ;;; syscall_ret_val: 26  ;;; syscall_ret_val_info: "None"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; plus_exit_info: "None"
type: 1  ;;; serialno: 2028  ;;; thread_id: 1999  ;;; process_id: 1999  ;;; thread_name: "Xvnc"  ;;; syscall_name: "write"  ;;; syscall_param: "2</dev/null>, " vncext:", 8"  ;;; syscall_ret_val: 8  ;;; syscall_ret_val_info: "None"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; plus_exit_info: "None"
type: 1  ;;; serialno: 2029  ;;; thread_id: 1999  ;;; process_id: 1999  ;;; thread_name: "Xvnc"  ;;; syscall_name: "write"  ;;; syscall_param: "2</dev/null>, "     ", 5"  ;;; syscall_ret_val: 5  ;;; syscall_ret_val_info: "None"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; plus_exit_info: "None"
type: 1  ;;; serialno: 2030  ;;; thread_id: 1999  ;;; process_id: 1999  ;;; thread_name: "Xvnc"  ;;; syscall_name: "write"  ;;; syscall_param: "2</dev/null>, " VNC", 4"  ;;; syscall_ret_val: 4  ;;; syscall_ret_val_info: "None"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; plus_exit_info: "None"
type: 1  ;;; serialno: 2031  ;;; thread_id: 1999  ;;; process_id: 1999  ;;; thread_name: "Xvnc"  ;;; syscall_name: "write"  ;;; syscall_param: "2</dev/null>, " extension", 10"  ;;; syscall_ret_val: 10  ;;; syscall_ret_val_info: "None"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; plus_exit_info: "None"
type: 1  ;;; serialno: 2032  ;;; thread_id: 1999  ;;; process_id: 1999  ;;; thread_name: "Xvnc"  ;;; syscall_name: "write"  ;;; syscall_param: "2</dev/null>, " running!", 9"  ;;; syscall_ret_val: 9  ;;; syscall_ret_val_info: "None"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; plus_exit_info: "None"
type: 1  ;;; serialno: 2033  ;;; thread_id: 1999  ;;; process_id: 1999  ;;; thread_name: "Xvnc"  ;;; syscall_name: "write"  ;;; syscall_param: "2</dev/null>, "\n", 1"  ;;; syscall_ret_val: 1  ;;; syscall_ret_val_info: "None"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; plus_exit_info: "None"
type: 1  ;;; serialno: 2038  ;;; thread_id: 1999  ;;; process_id: 1999  ;;; thread_name: "Xvnc"  ;;; syscall_name: "bind"  ;;; syscall_param: "1<TCP:[40228]>, {sa_family=AF_INET, sin_port=htons(5910), sin_addr=inet_addr("127.0.0.1")}, 16"  ;;; syscall_ret_val: 0  ;;; syscall_ret_val_info: "None"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; plus_exit_info: "None"
type: 1  ;;; serialno: 2040  ;;; thread_id: 1999  ;;; process_id: 1999  ;;; thread_name: "Xvnc"  ;;; syscall_name: "write"  ;;; syscall_param: "2</dev/null>, " vncext:", 8"  ;;; syscall_ret_val: 8  ;;; syscall_ret_val_info: "None"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; plus_exit_info: "None"
type: 1  ;;; serialno: 2041  ;;; thread_id: 1999  ;;; process_id: 1999  ;;; thread_name: "Xvnc"  ;;; syscall_name: "write"  ;;; syscall_param: "2</dev/null>, "     ", 5"  ;;; syscall_ret_val: 5  ;;; syscall_ret_val_info: "None"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; plus_exit_info: "None"
type: 1  ;;; serialno: 2042  ;;; thread_id: 1999  ;;; process_id: 1999  ;;; thread_name: "Xvnc"  ;;; syscall_name: "write"  ;;; syscall_param: "2</dev/null>, " Listening", 10"  ;;; syscall_ret_val: 10  ;;; syscall_ret_val_info: "None"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; plus_exit_info: "None"
type: 1  ;;; serialno: 2043  ;;; thread_id: 1999  ;;; process_id: 1999  ;;; thread_name: "Xvnc"  ;;; syscall_name: "write"  ;;; syscall_param: "2</dev/null>, " for", 4"  ;;; syscall_ret_val: 4  ;;; syscall_ret_val_info: "None"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; plus_exit_info: "None"
type: 1  ;;; serialno: 2044  ;;; thread_id: 1999  ;;; process_id: 1999  ;;; thread_name: "Xvnc"  ;;; syscall_name: "write"  ;;; syscall_param: "2</dev/null>, " VNC", 4"  ;;; syscall_ret_val: 4  ;;; syscall_ret_val_info: "None"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; plus_exit_info: "None"
type: 1  ;;; serialno: 2045  ;;; thread_id: 1999  ;;; process_id: 1999  ;;; thread_name: "Xvnc"  ;;; syscall_name: "write"  ;;; syscall_param: "2</dev/null>, " connections", 12"  ;;; syscall_ret_val: 12  ;;; syscall_ret_val_info: "None"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; plus_exit_info: "None"
type: 1  ;;; serialno: 2046  ;;; thread_id: 1999  ;;; process_id: 1999  ;;; thread_name: "Xvnc"  ;;; syscall_name: "write"  ;;; syscall_param: "2</dev/null>, " on", 3"  ;;; syscall_ret_val: 3  ;;; syscall_ret_val_info: "None"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; plus_exit_info: "None"
type: 1  ;;; serialno: 2047  ;;; thread_id: 1999  ;;; process_id: 1999  ;;; thread_name: "Xvnc"  ;;; syscall_name: "write"  ;;; syscall_param: "2</dev/null>, " port", 5"  ;;; syscall_ret_val: 5  ;;; syscall_ret_val_info: "None"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; plus_exit_info: "None"
type: 1  ;;; serialno: 2048  ;;; thread_id: 1999  ;;; process_id: 1999  ;;; thread_name: "Xvnc"  ;;; syscall_name: "write"  ;;; syscall_param: "2</dev/null>, " 5910", 5"  ;;; syscall_ret_val: 5  ;;; syscall_ret_val_info: "None"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; plus_exit_info: "None"
type: 1  ;;; serialno: 2049  ;;; thread_id: 1999  ;;; process_id: 1999  ;;; thread_name: "Xvnc"  ;;; syscall_name: "write"  ;;; syscall_param: "2</dev/null>, "\n", 1"  ;;; syscall_ret_val: 1  ;;; syscall_ret_val_info: "None"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; plus_exit_info: "None"
type: 1  ;;; serialno: 2050  ;;; thread_id: 1999  ;;; process_id: 1999  ;;; thread_name: "Xvnc"  ;;; syscall_name: "write"  ;;; syscall_param: "2</dev/null>, " vncext:", 8"  ;;; syscall_ret_val: 8  ;;; syscall_ret_val_info: "None"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; plus_exit_info: "None"
type: 1  ;;; serialno: 2051  ;;; thread_id: 1999  ;;; process_id: 1999  ;;; thread_name: "Xvnc"  ;;; syscall_name: "write"  ;;; syscall_param: "2</dev/null>, "     ", 5"  ;;; syscall_ret_val: 5  ;;; syscall_ret_val_info: "None"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; plus_exit_info: "None"
type: 1  ;;; serialno: 2052  ;;; thread_id: 1999  ;;; process_id: 1999  ;;; thread_name: "Xvnc"  ;;; syscall_name: "write"  ;;; syscall_param: "2</dev/null>, " created", 8"  ;;; syscall_ret_val: 8  ;;; syscall_ret_val_info: "None"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; plus_exit_info: "None"
type: 1  ;;; serialno: 2053  ;;; thread_id: 1999  ;;; process_id: 1999  ;;; thread_name: "Xvnc"  ;;; syscall_name: "write"  ;;; syscall_param: "2</dev/null>, " VNC", 4"  ;;; syscall_ret_val: 4  ;;; syscall_ret_val_info: "None"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; plus_exit_info: "None"
type: 1  ;;; serialno: 2054  ;;; thread_id: 1999  ;;; process_id: 1999  ;;; thread_name: "Xvnc"  ;;; syscall_name: "write"  ;;; syscall_param: "2</dev/null>, " server", 7"  ;;; syscall_ret_val: 7  ;;; syscall_ret_val_info: "None"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; plus_exit_info: "None"
type: 1  ;;; serialno: 2055  ;;; thread_id: 1999  ;;; process_id: 1999  ;;; thread_name: "Xvnc"  ;;; syscall_name: "write"  ;;; syscall_param: "2</dev/null>, " for", 4"  ;;; syscall_ret_val: 4  ;;; syscall_ret_val_info: "None"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; plus_exit_info: "None"
type: 1  ;;; serialno: 2056  ;;; thread_id: 1999  ;;; process_id: 1999  ;;; thread_name: "Xvnc"  ;;; syscall_name: "write"  ;;; syscall_param: "2</dev/null>, " screen", 7"  ;;; syscall_ret_val: 7  ;;; syscall_ret_val_info: "None"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; plus_exit_info: "None"
type: 1  ;;; serialno: 2057  ;;; thread_id: 1999  ;;; process_id: 1999  ;;; thread_name: "Xvnc"  ;;; syscall_name: "write"  ;;; syscall_param: "2</dev/null>, " 0", 2"  ;;; syscall_ret_val: 2  ;;; syscall_ret_val_info: "None"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; plus_exit_info: "None"
type: 1  ;;; serialno: 2058  ;;; thread_id: 1999  ;;; process_id: 1999  ;;; thread_name: "Xvnc"  ;;; syscall_name: "write"  ;;; syscall_param: "2</dev/null>, "\n", 1"  ;;; syscall_ret_val: 1  ;;; syscall_ret_val_info: "None"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; plus_exit_info: "None"
type: 1  ;;; serialno: 2060  ;;; thread_id: 1999  ;;; process_id: 1999  ;;; thread_name: "Xvnc"  ;;; syscall_name: "write"  ;;; syscall_param: "2</dev/null>, "error opening security policy file /etc/X11/xserver/SecurityPolicy\n", 67"  ;;; syscall_ret_val: 67  ;;; syscall_ret_val_info: "None"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; plus_exit_info: "None"
type: 1  ;;; serialno: 2153  ;;; thread_id: 1999  ;;; process_id: 1999  ;;; thread_name: "Xvnc"  ;;; syscall_name: "write"  ;;; syscall_param: "2</dev/null>, "Could not init font path element /usr/share/fonts/X11/Speedo/, removing from list!\n", 83"  ;;; syscall_ret_val: 83  ;;; syscall_ret_val_info: "None"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; plus_exit_info: "None"
type: 1  ;;; serialno: 2164  ;;; thread_id: 1999  ;;; process_id: 1999  ;;; thread_name: "Xvnc"  ;;; syscall_name: "write"  ;;; syscall_param: "2</dev/null>, "Could not init font path element /usr/share/fonts/X11/CID/, removing from list!\n", 80"  ;;; syscall_ret_val: 80  ;;; syscall_ret_val_info: "None"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; plus_exit_info: "None"
type: 1  ;;; serialno: 2167  ;;; thread_id: 1999  ;;; process_id: 1999  ;;; thread_name: "Xvnc"  ;;; syscall_name: "write"  ;;; syscall_param: "2</dev/null>, "Could not init font path element /usr/share/fonts/X11/75dpi/, removing from list!\n", 82"  ;;; syscall_ret_val: 82  ;;; syscall_ret_val_info: "None"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; plus_exit_info: "None"
type: 1  ;;; serialno: 2170  ;;; thread_id: 1999  ;;; process_id: 1999  ;;; thread_name: "Xvnc"  ;;; syscall_name: "write"  ;;; syscall_param: "2</dev/null>, "Could not init font path element /usr/share/fonts/X11/100dpi/, removing from list!\n", 83"  ;;; syscall_ret_val: 83  ;;; syscall_ret_val_info: "None"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; plus_exit_info: "None"
type: 1  ;;; serialno: 2211  ;;; thread_id: 1948  ;;; process_id: 1948  ;;; thread_name: "xrdp-sesman"  ;;; syscall_name: "execve"  ;;; syscall_param: ""/usr/sbin/xrdp-sessvc", ["/usr/sbin/xrdp-sessvc", "1999", "1998"], ["PATH=/usr/local/sbin:/usr/local/bin:/sbin:/bin:/usr/sbin:/usr/bin", "LANG=en_US.UTF-8", "_SYSTEMCTL_SKIP_REDIRECT=true", "PWD=/", "XRDP_SESSVC_DISPLAY=10", "DISPLAY=:10.0"]"  ;;; syscall_ret_val: 0  ;;; syscall_ret_val_info: "None"  ;;; errno: "None"  ;;; error_info: "None"  ;;; signal_name: "None"  ;;; signal_param: "None"  ;;; plus_exit_info: "None"
